time;row_1;
0;0.6649955135564063;
1;-7.418581805956666;
2;-15.101139664249937;
3;-21.717559687053168;
4;-23.85698880262458;
5;-30.494238711014912;
6;-22.565544881676175;
7;-27.04498979241217;
8;-22.210219333007313;
9;-14.79392865566946;
11;1.038111809609551;
12;54.53732261674322;
13;87.38900510831992;
14;115.74649218262424;
15;118.43931483986965;
16;123.30211296861489;
17;122.52697440811833;
18;127.66194295766496;
19;131.0516033937995;
20;150.82121957979695;
21;179.94265015952558;
23;0.5731013993016433;
24;-8.174497870597365;
25;-14.5486599242387;
26;-20.685136333079654;
27;-21.636928846535877;
28;-26.579583259485315;
29;-22.208581351639715;
30;-24.44154983576113;
31;-20.243623601160174;
32;-13.67475562452648;
34;-0.441118230569491;
35;-0.7719210125085699;
36;4.584417064996927;
37;-0.08886761897901074;
38;0.7044996900379057;
39;4.644623389972281;
40;4.084635907569931;
41;0.9048180719417358;
42;6.960341893071595;
43;6.1661152154911525;
44;7.805510540160066;
45;6.786884953821694;
47;-1.3824449061752877;
48;4.913168015698747;
49;7.511397153000262;
50;13.484819107298847;
51;19.65360000119125;
52;14.549916546349094;
53;22.011086158505734;
54;23.658051029354333;
55;23.064304490136383;
56;22.754939723690747;
57;27.816474557458342;
58;23.58718452937234;
59;23.801446863741077;
60;20.574205980782025;
61;18.685823828181974;
62;13.0606235670291;
63;10.1169675334395;
64;6.705997839475913;
66;-1.514853678500093;
67;1.613297782475199;
68;2.882719653988575;
69;4.671311559261453;
70;12.114645618766025;
71;17.322796999383513;
72;28.731459137262206;
73;37.76188485432453;
74;48.265589714234565;
75;59.12595730712532;
76;73.91144371934779;
78;1.9323374391560897;
79;-3.3962757313255687;
80;4.961388122149229;
81;7.1017900283194235;
82;13.832211659430106;
83;20.264909276075866;
84;21.202747900876126;
85;38.537548614857215;
86;48.060035282275095;
87;58.63989463140749;
88;74.08198397178371;
90;2.081998667042841;
91;57.1386158756784;
92;92.08329707966418;
93;112.22624283197625;
94;123.21339084997214;
95;124.67084651687381;
96;129.31705880253512;
97;126.65328080012681;
98;129.92548143584534;
99;144.1165529453272;
100;175.72090072801046;
102;2.2738288378451856;
103;-3.695983805701293;
104;1.0737697106981554;
105;1.0807464646060203;
106;4.012801689211213;
107;4.012047709422184;
108;4.256649036019032;
109;7.828247945076642;
110;7.336858510501366;
111;7.149329677524663;
112;9.380380158401609;
113;9.920458142589812;
115;1.378855520751451;
116;55.93161142870902;
117;92.34463420044933;
118;108.06696237878037;
119;124.07630810974051;
120;122.6611754623953;
121;123.48244640315232;
122;125.8964571623134;
123;134.5922868617024;
124;148.72576007617636;
125;180.33281224963858;
