time;row_1;
0;-2.4508926016151724;
1;-41.650424278371496;
2;-74.78866589232254;
3;-92.7869170820086;
4;-108.80289984920822;
5;-117.12601640303905;
6;-124.33347243155642;
7;-125.29903292877682;
8;-125.8321449765403;
9;-123.66417380532839;
10;-131.24056864217118;
11;-132.83871968470046;
12;-138.26365765965667;
13;-155.94214135527187;
14;-180.16223231022758;
16;2.0515696491486466;
17;2.1273447327704758;
18;2.70120520857357;
19;3.3666480082127563;
20;0.14949799513392836;
21;3.115988970627399;
22;4.8142653456343;
23;6.318271386169599;
24;4.297440813719861;
25;6.8290902921818395;
26;6.462669801510579;
27;5.663020720878131;
29;1.5033632758671505;
30;-1.420483942188989;
31;-8.567652815358063;
32;-13.68360898181233;
33;-12.748214845262844;
34;-22.192205695497986;
35;-21.43874448406677;
36;-22.472532816308412;
37;-28.847422813341787;
38;-24.291496968984532;
39;-21.50797953653063;
40;-25.02111776055651;
41;-22.083262085376376;
42;-18.573729267758253;
43;-14.715632106873677;
44;-11.81035270207456;
45;-7.891077656815188;
47;-2.095038296044461;
48;-1.8558422425293828;
49;0.985502457054522;
50;-0.8603536326665209;
51;4.145938854257069;
52;2.2368813300342287;
53;2.1393719215881015;
54;6.115441152231331;
55;4.495952942785695;
56;7.555511544265007;
57;8.792222864572327;
58;8.19675428595924;
60;0.29026947567914113;
61;-8.001609024286857;
62;-12.41460792152529;
63;-14.250713705303617;
64;-19.567253621484145;
65;-20.843381936613046;
66;-23.24036056050579;
67;-27.847911448890123;
68;-29.146579027488386;
69;-26.249121861411044;
70;-24.421554709772323;
71;-21.64542701780658;
72;-24.7187167012542;
73;-18.984507154998578;
74;-19.093669921539973;
75;-13.037051939171553;
76;-7.924914447397656;
78;-2.2803379754678765;
79;49.13309831325069;
80;83.97348226438176;
81;108.1645910759434;
82;118.21142929886174;
83;124.90854352314082;
84;125.18439103340025;
85;122.97406190302526;
86;126.31489461666465;
87;134.46927499004434;
88;150.94605969294702;
89;180.27681007113205;
91;-0.1387675096898239;
92;7.5469963675912695;
93;12.384839027427986;
94;21.038163143036083;
95;21.249386316744605;
96;26.827136653044434;
97;28.02282593604497;
98;24.569488168223135;
99;22.082558803645934;
100;15.534894370594223;
101;12.939591187352946;
102;10.043677729381333;
104;-0.3919410593350296;
105;-1.2743259915332685;
106;-4.147243813658616;
107;2.1688381125521654;
108;-3.6264537852515804;
109;-3.1570178296837996;
110;-1.0868104118510953;
111;-5.182985853998126;
112;-6.065592618135413;
113;-6.69361385706006;
114;-4.926320168908738;
115;-9.083173341044272;
116;-7.100096579653512;
117;-11.099776113711256;
118;-6.524411517776947;
119;-8.708647973847778;
120;-8.883521130200972;
122;1.4014907872163331;
123;-2.666393737246021;
124;-0.8341771372999726;
125;-1.267019716629033;
126;-4.006850213527007;
127;-3.6495626717272165;
128;-4.292730316527874;
129;-6.6938247120435985;
130;-2.9194187381989223;
131;-7.855779870619705;
132;-8.565442126242868;
133;-5.236115590461349;
134;-7.20574297756645;
135;-11.937698411918053;
136;-5.744505301563296;
137;-8.094537676010795;
138;-7.65285797549221;
140;0.7454413322465436;
141;-7.0293238195478;
142;-10.411173074989405;
143;-15.810006424191638;
144;-14.992941706198486;
145;-18.508472663871785;
146;-17.859324860925156;
147;-24.787866203866834;
148;-26.910103598596788;
149;-28.181433856333857;
150;-24.06783771529726;
151;-23.41283632263828;
152;-22.82279664279324;
153;-20.764916686837175;
154;-17.21826131608626;
155;-16.92077124310199;
156;-9.403014216339727;
