time;row_1;
0;-0.9352800701129542;
1;36.374690895597205;
2;71.89918006321392;
3;92.13238181955619;
4;108.6099955222948;
5;118.22102413585138;
6;122.12964872014591;
7;127.75787620415832;
8;120.36952930848732;
9;119.68087384619534;
10;123.69225082259473;
11;131.36198473334423;
12;135.0667381799847;
13;148.42019775081252;
14;166.87077819760628;
15;195.89365338103366;
17;-0.601256548140106;
18;-2.5295775390363286;
19;-1.0100332598837858;
20;1.3970397962181609;
21;5.721551409044747;
22;5.818093324346218;
23;7.288926169503659;
24;17.063980042760114;
25;17.351109299000296;
26;19.637816809821246;
27;27.236216134715637;
28;33.0238949866168;
29;42.29026449105577;
30;49.18664490508518;
31;57.253396676580174;
32;64.58923915841305;
33;71.98462265362679;
34;78.90196633745046;
36;-2.4304872522986454;
37;-6.353100154048138;
38;-9.62089688728893;
39;-11.20838820108602;
40;-20.278366411202647;
41;-23.645803218219775;
42;-25.39449934645126;
43;-22.188397606226285;
44;-24.137981564466642;
45;-23.298793235409278;
46;-21.85226203047715;
47;-24.926346601318112;
48;-19.055880049764042;
49;-16.96398537076197;
50;-11.672573189879555;
51;-8.924254807141127;
53;0.9136098732695564;
54;-38.745089403502924;
55;-64.15138694435835;
56;-87.20904711916143;
57;-104.80936843683689;
58;-112.76619264655486;
59;-118.3231856554463;
60;-127.51531850342108;
61;-126.36912359065767;
62;-125.36640790590072;
63;-128.0505165971483;
64;-125.61608961999438;
65;-129.2432229550294;
66;-135.1292683430926;
67;-144.9176591624994;
68;-154.1666253040511;
69;-173.0133109735474;
70;-199.7204614165291;
72;2.570749454111103;
73;-36.77400986292436;
74;-66.89360045570396;
75;-88.95386741939971;
76;-103.3150375561159;
77;-115.15511487024176;
78;-122.060197724014;
79;-125.60554007720901;
80;-124.14747047471013;
81;-125.78972315469211;
82;-130.0785056059433;
83;-125.88475699881847;
84;-125.52211308571088;
85;-135.0263549223676;
86;-144.09899835631018;
87;-153.65873426342083;
88;-176.11174592944306;
89;-199.76532807438954;
91;-1.4833087218679653;
92;-0.9433187339666785;
93;-0.6637816706117228;
94;-0.15017787019407658;
95;-2.434654214809922;
96;-2.5801469105891472;
97;-3.4738932987983104;
98;-5.472983592543928;
99;-2.9815267438970983;
100;-4.21790174710015;
101;-7.508061040360896;
102;-7.368827344005623;
103;-8.95896914283242;
105;-2.020269586363034;
106;-5.310681449883794;
107;-12.150665309738496;
108;-14.211009442806112;
109;-18.031355119389314;
110;-22.169678377905537;
111;-22.69473161517763;
112;-25.54874062078242;
113;-27.03619114356388;
114;-25.316733718736376;
115;-21.4180586647346;
116;-22.52291262364894;
117;-17.34996276605415;
118;-16.756698952882378;
119;-12.088314965908582;
120;-7.417668640320101;
122;2.1497035318410354;
123;-38.234169233813176;
124;-67.01415658961527;
125;-87.77099475899598;
126;-100.0140358810232;
127;-114.31722392811115;
128;-119.47787867037935;
129;-121.91365117820352;
130;-121.85149021281646;
131;-126.83136046054113;
132;-125.39229591090373;
133;-126.27571828573602;
134;-129.84489132975648;
135;-135.59800348308;
136;-143.89255479031573;
137;-152.8873968312425;
138;-176.1888188637061;
139;-200.01816609343297;
141;1.7546771866987847;
142;41.517347573953714;
143;74.77956700031301;
144;89.55713250369367;
145;109.79572951335214;
146;119.16234218998163;
147;124.02971014236371;
148;123.89842745406261;
149;125.65249483125271;
150;126.82432026439263;
151;128.0107659543967;
152;126.38507338016223;
153;136.4045092898945;
154;149.13639257258004;
155;167.62661641800122;
156;194.55170438430264;
158;-0.050955487748394444;
159;7.107338989071333;
160;9.997166155240649;
161;13.556697261030886;
162;19.155150638523736;
163;21.54483201866185;
164;27.51510011882023;
165;24.378877658318107;
166;25.779881293764056;
167;22.938375527551177;
168;25.168941456112517;
169;18.076278580173415;
170;17.54208540259077;
171;11.328627696087425;
172;6.902026669496763;
