time;row_1;
0;0.723244239055034;
1;-9.162347946396565;
2;-12.879684336139665;
3;-19.394249440927997;
4;-26.49424450634524;
5;-26.314953707194793;
6;-22.51485789289331;
7;-21.53585115856557;
8;-14.81695374283865;
9;-12.767067535434139;
11;0.020291632142091513;
12;-7.886800949240297;
13;-14.165708598765075;
14;-20.54697728804914;
15;-24.19425800307449;
16;-22.128369041371556;
17;-25.059409041146246;
18;-21.930232475309996;
19;-17.62399504612419;
20;-7.367381368338859;
22;-2.836151790700172;
23;-57.23835397065465;
24;-91.88398875937177;
25;-112.41096102688358;
26;-123.12844508688171;
27;-123.80085617561053;
28;-125.51087416117613;
29;-126.17361771345035;
30;-137.6970397139506;
31;-157.73476231073312;
32;-188.44449484371125;
34;-0.7926789223168506;
35;1.4719502306053724;
36;2.1200490023690874;
37;1.5153974488078323;
38;2.219415172732349;
39;4.538430473914173;
40;4.452290440092655;
41;3.3094630414571524;
42;7.449274174699367;
43;9.362289816223631;
44;7.978600144676281;
46;0.16037235704542624;
47;-0.19978879577044284;
48;-1.3297316675584243;
49;-1.1091190460492535;
50;-5.89193621301996;
51;-5.411617398569147;
52;-3.6095958031824544;
53;-6.1608681469824695;
54;-8.730145665095382;
55;-4.704648172713872;
56;-6.487089318303326;
57;-5.175846810342788;
59;-0.41327335119967656;
60;-2.7388505799921714;
61;-1.9750945233467654;
62;-3.2473065926794895;
63;-3.2596196597026643;
64;-1.3635577806296442;
65;-1.1382767851853512;
66;-5.151463743964288;
67;-7.599862311930685;
68;-5.644347960939951;
69;-8.775856826858496;
70;-11.815486206765275;
72;3.4120707049450347;
73;-5.947819127501818;
74;-15.738203080447137;
75;-22.16950157410678;
76;-21.565917200796292;
77;-21.16343571255017;
78;-22.017985678368397;
79;-23.835176466413145;
80;-18.213648754541868;
81;-11.31008019109784;
83;0.6414020756777571;
84;2.0006971484818425;
85;-1.4349329251811287;
86;-0.9740118772824369;
87;-3.003509429518795;
88;2.3495898697849147;
89;-3.9832599617487743;
90;-9.126477467069034;
91;-2.4280221975713117;
92;-7.74895145955228;
93;-9.394462258498525;
94;-7.596164131893641;
96;-1.677260448353162;
97;2.820953910109091;
98;4.712963789322045;
99;4.433897273138299;
100;1.2877489063018501;
101;7.305941010877545;
102;7.317447891140025;
103;7.643527861662328;
104;7.681156604268309;
105;8.952686158180317;
106;8.2989981097326;
108;0.5299558976905748;
109;-8.3935034184751;
110;-15.294174219812943;
111;-18.442276562338854;
112;-21.768727751717133;
113;-25.599968781700035;
114;-22.888067123660946;
115;-20.070364287355943;
116;-17.080302494219943;
117;-11.14037883027228;
