time;row_1;
0;2.575997081552898;
1;-37.11744408119793;
2;-63.90794440119418;
3;-85.12143556470508;
4;-103.439741373957;
5;-112.48625562158395;
6;-118.6575478654574;
7;-123.49496832208536;
8;-125.11775592222043;
9;-125.26855150319308;
10;-125.73559908772269;
11;-125.7720033488501;
12;-127.12990073348594;
13;-129.76723357928444;
14;-137.47767507872294;
15;-154.44479754565484;
16;-167.7377658486163;
17;-188.56294335529978;
18;-215.03432941289003;
20;-1.4949624345652548;
21;-34.25204807665219;
22;-63.192227834499434;
23;-85.10353460957779;
24;-100.3568569504776;
25;-112.70888317739124;
26;-121.52341745006491;
27;-122.84415216662148;
28;-126.90588845897233;
29;-124.85278108079373;
30;-126.21459381261342;
31;-125.3725709158081;
32;-128.29361754230464;
33;-131.7382726581672;
34;-135.9863356904604;
35;-148.6909560109421;
36;-168.10525180841432;
37;-185.2578015391019;
38;-213.13418252854567;
40;-0.653622051756517;
41;5.827687225246723;
42;3.147036634609414;
43;7.876805987837427;
44;9.335494862998885;
45;15.768835210556073;
46;20.173887979247482;
47;28.925155933786613;
48;33.74108099436894;
49;44.01264986653473;
50;54.91272894518327;
51;67.21910439770252;
52;79.81908458810003;
54;-0.0305920481368673;
55;-38.073135375446064;
56;-66.87984725683093;
57;-82.65614245691462;
58;-99.14096818614388;
59;-109.83411253253084;
60;-117.03249621939722;
61;-123.9384834912579;
62;-123.47151084712083;
63;-127.85818152229456;
64;-125.91371233999288;
65;-129.08301667614748;
66;-130.649442151804;
67;-132.30860321462754;
68;-139.45768480799484;
69;-150.25958009259122;
70;-167.6074397103356;
71;-183.55806723714284;
72;-215.65901973388335;
74;-0.03687770847812996;
75;-6.441979724432324;
76;-15.438542508996937;
77;-14.590510573569574;
78;-16.13246317882372;
79;-21.629932066567775;
80;-24.029178666584908;
81;-23.20912247143369;
82;-26.85477068129807;
83;-28.222962507432126;
84;-26.023460720649638;
85;-22.606292405137296;
86;-19.675262172832664;
87;-15.807244940353204;
88;-12.745249816922588;
90;1.5931131019948659;
91;1.0130941559316335;
92;3.7310927096164184;
93;0.3001282384044184;
94;0.8264137163966994;
95;-0.049690632739262774;
96;4.391349033830298;
97;2.8406178779725155;
98;4.621141666706456;
99;5.358701642341579;
100;10.621722329662258;
101;6.008658500125609;
102;8.749366069419146;
103;7.864221249118863;
104;7.724269465619959;
105;5.738927962649637;
106;7.542822074108043;
107;9.083927214087522;
109;0.3431071483041484;
110;-6.91051174049879;
111;-11.725611428484482;
112;-13.31326333495855;
113;-17.117549314392623;
114;-19.81327337858272;
115;-24.12010686966077;
116;-25.298542357668577;
117;-24.657161308957253;
118;-24.440613253489673;
119;-23.755720073390496;
120;-19.077774409804704;
121;-17.5739206804646;
122;-12.974923714885957;
123;-12.206521918309477;
125;3.723685759840132;
126;6.284519549030005;
127;14.859613332257199;
128;15.144004552416956;
129;22.771499578425416;
130;21.15517541842691;
131;21.19263587788016;
132;25.13176732801885;
133;23.507091783616413;
134;22.736265149904455;
135;19.36296228590198;
136;12.998632283650497;
137;9.282627606903924;
139;3.1469867767864597;
140;4.675785276205546;
141;-3.3941291180524833;
142;-2.418547762408637;
143;-2.853131911441345;
144;-2.4775894641220013;
145;-4.292497795204066;
146;-3.547148793950118;
147;-3.541434824745984;
148;-3.9286397290027453;
149;-2.5988782059255584;
150;-2.1796075563286808;
151;-8.456386286349227;
152;-7.318322638175819;
154;-1.121275828884262;
155;-39.54182092541779;
156;-64.05488067757369;
157;-85.22588956614251;
158;-101.16206288447178;
159;-110.14558015336031;
160;-116.9587114728278;
161;-124.14483506161282;
162;-122.59187874555855;
163;-126.882425118339;
164;-128.16708358123972;
165;-130.06952992782527;
166;-129.05062663811512;
167;-131.1683749482249;
168;-132.8116289868993;
169;-148.6547326733443;
170;-161.96375377877814;
171;-187.8703361448556;
172;-213.17958160011196;
