time;row_1;
0;-0.2612604363905294;
1;-5.512528724203078;
2;-11.805821525483845;
3;-20.242099116289253;
4;-21.2699955306324;
5;-20.820055428176843;
6;-26.610492519175803;
7;-23.679047998364318;
8;-23.535253456834138;
9;-23.507970563057448;
10;-22.767490337841412;
11;-14.5268436361614;
12;-10.30652699520963;
14;2.615033969307682;
15;-0.4667951696832639;
16;-3.746772532754039;
17;-2.832491421216151;
18;-0.28029550177278706;
19;0.8957918978511223;
20;-4.225420920708902;
21;-5.582177020616083;
22;-5.624421978562533;
23;-7.470021909824723;
24;-4.468717792243285;
25;-9.819777290704284;
26;-8.750045425707263;
27;-7.843948125221658;
29;-1.3127014333938434;
30;9.771451971333134;
31;19.36293322185179;
32;20.37556146521512;
33;19.650769050420518;
34;27.36375240854231;
35;24.347318046108587;
36;22.687147486630504;
37;18.617555723500505;
38;20.487956980331095;
39;12.19353441326531;
41;-2.9784878784974826;
42;-2.02655747540539;
43;-1.6499750159210504;
44;7.422482296196437;
45;7.790445206670698;
46;10.539770663154176;
47;14.512131928303937;
48;21.01274711577116;
49;25.440745686397012;
50;33.474938861984434;
51;37.85898239612405;
52;46.47352476108063;
53;60.85210843806182;
54;72.11374465540416;
55;82.7249555256567;
57;2.117322985656653;
58;4.363308209085363;
59;2.072963987200773;
60;2.522070318510561;
61;8.432699287180279;
62;9.029785862338866;
63;14.903029472502146;
64;19.635443800060116;
65;30.60532452529692;
66;30.08711878377674;
67;39.6934935310234;
68;52.98062533876706;
69;59.48579276857777;
70;68.68703350451196;
71;78.51097700591333;
73;-5.344910487585627;
74;-7.004869732744011;
75;-13.506155608221766;
76;-16.827384271087993;
77;-22.405679765047513;
78;-21.655545727924014;
79;-25.314398210263295;
80;-25.931316800980692;
81;-29.141782558971904;
82;-23.322179875100154;
83;-18.600581516089726;
84;-15.535063973716952;
85;-7.871708886996123;
87;2.7013886257305075;
88;-36.99827619766506;
89;-67.17076065650372;
90;-89.68285385165936;
91;-101.42169009327834;
92;-116.6884526220273;
93;-122.7419136708368;
94;-121.43921414720378;
95;-126.2123361292125;
96;-121.68460618411369;
97;-122.78421741780163;
98;-126.32176466233035;
99;-132.55549749979153;
100;-141.57074269448572;
101;-153.5707405678878;
102;-172.4526808916956;
103;-200.87575983188202;
105;0.07548822629761442;
106;-38.53308868972963;
107;-67.21441302305878;
108;-94.8896592780375;
109;-101.45593513225866;
110;-116.05258153241536;
111;-122.73351459995898;
112;-125.53370000682806;
113;-125.83179390541832;
114;-121.22311039034612;
115;-125.10150392114086;
116;-127.41913379417592;
117;-133.2825397274548;
118;-142.9994700722379;
119;-153.62334078200115;
120;-175.20021802122102;
121;-199.51569224408678;
123;-0.6400261338636581;
124;-5.262102276924455;
125;-13.186145301698588;
126;-17.781541157576402;
127;-21.475404191335812;
128;-25.34203388859166;
129;-28.905340322731483;
130;-23.856425687035745;
131;-25.38545296391107;
132;-23.520345683543198;
133;-20.49671534185329;
134;-17.231651589064075;
135;-13.402403294578695;
137;1.9209477451531294;
138;-8.876571806197186;
139;-12.729133471335652;
140;-18.261922595883018;
141;-22.828989543395608;
142;-22.414544106538145;
143;-27.352073139938323;
144;-26.05468864250162;
145;-23.97984383090095;
146;-24.04525064413042;
147;-20.88339426202797;
148;-18.09910205648564;
149;-9.21396243022842;
