time;row_1;
0;-3.7801541565542265;
1;2.0068360483055647;
2;0.5844035485819541;
3;5.375681178130327;
4;3.206475323138005;
5;9.784518589431249;
6;13.046260463734933;
7;19.42939372813491;
8;25.324804388487486;
9;34.820278892667076;
10;44.02134844900997;
11;48.32130146698719;
12;57.50971446504446;
13;71.3448746324933;
14;77.85571348626179;
16;1.5949832341389516;
17;-4.24652551890345;
18;-12.502716105281047;
19;-17.22351388022728;
20;-19.933960743830703;
21;-18.785748892207348;
22;-22.462337750544823;
23;-27.21766113856743;
24;-24.564766750354682;
25;-23.620681053840425;
26;-18.58851693763341;
27;-13.556081438000044;
28;-8.130109789875752;
30;-1.8402347524184914;
31;-39.90577796165028;
32;-67.00861143164305;
33;-89.25485343084952;
34;-104.38348815749546;
35;-117.17930107104162;
36;-117.13325164317753;
37;-122.96205033740335;
38;-124.05580974788201;
39;-126.15073046664257;
40;-127.49263676170733;
41;-128.14592601171677;
42;-132.10020107885384;
43;-139.9060080375697;
44;-155.1820444655839;
45;-172.03400759390783;
46;-196.71212105466242;
48;-2.036841901101186;
49;-38.19771367256827;
50;-65.48654151900276;
51;-89.29639935570653;
52;-106.16589739757121;
53;-113.78651685974472;
54;-124.38241787415265;
55;-119.00025949882411;
56;-125.24207808743303;
57;-123.45182249700699;
58;-126.72783994779775;
59;-121.36584561241212;
60;-131.47192089957366;
61;-141.97573773409042;
62;-156.28137250134324;
63;-173.30473140533647;
64;-202.36916751884115;
66;3.2496371447269676;
67;-6.942780437203315;
68;-11.001541616077088;
69;-14.372306535245862;
70;-24.172684030912603;
71;-19.971492218216216;
72;-26.667384898875998;
73;-25.54751985785523;
74;-24.37828516336906;
75;-19.882860907443757;
76;-16.81161786884578;
77;-15.119278893211373;
78;-9.2305712150069;
80;7.617427642854109;
81;-6.729679380052809;
82;-12.158672197552551;
83;-15.232586817132438;
84;-19.97727324616906;
85;-23.637637224741272;
86;-23.506296641753874;
87;-26.319999055740688;
88;-28.074157080430012;
89;-22.000539879126237;
90;-16.982486041374727;
91;-14.6900254089018;
92;-12.272924012137253;
94;-2.5407692438300415;
95;4.852082987216531;
96;-2.92113659823063;
97;-1.243978688119061;
98;-1.2654869958426034;
99;-1.0463367133027481;
100;-2.134248640037435;
101;-6.156800748583647;
102;-7.052839139369055;
103;-4.545406514747901;
104;-3.1244116295558206;
105;-5.382498703786742;
106;-11.193429557194957;
107;-9.524504027447458;
109;1.929825400980193;
110;-5.772804285588852;
111;-11.979483663863354;
112;-20.30436618027921;
113;-21.080644336691346;
114;-24.546668058313237;
115;-24.88971047476517;
116;-26.85597136171649;
117;-22.919704267832213;
118;-22.088026044781014;
119;-19.54737143952142;
120;-17.528869672365076;
121;-10.963651515339963;
123;2.534948500358593;
124;1.655317910993014;
125;-0.40504865934918133;
126;2.5872765890372564;
127;0.11685234677477041;
128;0.9549945398422457;
129;2.1959827281223623;
130;4.812157301614231;
131;3.050006050654269;
132;9.289030838599295;
133;6.451963646024234;
134;5.8482936009325845;
135;8.931029780917804;
136;9.050093601312271;
137;8.286189506334978;
138;8.929524669079983;
140;-0.4487271249316809;
141;-2.7985489283810305;
142;-2.9740790883514743;
143;-1.185450474711037;
144;-5.93121164116862;
145;-0.6075097725641858;
146;-6.635705538447315;
147;-5.571002320193657;
148;-8.04463369321103;
149;-2.4632953745106443;
150;-4.986441424208925;
151;-6.8286735846998035;
152;-7.696211405649485;
153;-6.721637777322941;
