time;row_1;
0;-1.9391251779365688;
1;-58.1637513268353;
2;-91.51401809634642;
3;-106.89360236983677;
4;-118.65766246030923;
5;-124.94120261640701;
6;-130.7129865687737;
7;-129.92986314727708;
8;-129.261218309803;
9;-140.4356109218094;
10;-161.79333803027896;
12;0.2707532823449278;
13;33.19392532501639;
14;62.312701856008864;
15;83.13088967052653;
16;96.46976023229854;
17;111.31661322511192;
18;116.4820676877588;
19;123.58890942159545;
20;123.02078815027147;
21;124.17490709693614;
22;124.32209421546287;
23;126.93043722967302;
24;128.27043609273838;
25;128.91402965681823;
26;136.20038614345785;
27;144.94103641542583;
28;155.2940272566063;
29;170.30569286735118;
30;200.51957596234945;
32;-2.1766105637646063;
33;-6.169323450979374;
34;-11.939041801469028;
35;-17.226152879294652;
36;-25.13919480562009;
37;-24.31023593099985;
38;-20.074763853331795;
39;-27.659733159196747;
40;-27.97257882803592;
41;-20.264302195973098;
42;-15.543161859683657;
43;-8.96459695959106;
45;0.11208347133781398;
46;-7.0697664642643225;
47;-13.270407363571628;
48;-19.946305781138335;
49;-18.858126559537073;
50;-24.726309995038843;
51;-26.985011812217973;
52;-21.12754837659879;
53;-22.87642315433218;
54;-26.099064769869777;
55;-15.107319467658995;
56;-14.606855785018173;
58;4.132475052182826;
59;0.44303055938770586;
60;1.6092531421568672;
61;5.771474125130947;
62;10.085809885749493;
63;15.050421453220837;
64;25.113816738431023;
65;32.121575695738095;
66;41.347776723016324;
67;51.02721609329359;
68;61.85003629125466;
69;75.00398644152838;
71;0.29956534258307205;
72;-53.49939191997331;
73;-89.24176537198264;
74;-110.74604433646927;
75;-120.51176733276043;
76;-122.85981361090015;
77;-125.22615609147176;
78;-126.31075602343721;
79;-132.63487829433708;
80;-142.7584773550014;
81;-166.1266539198263;
83;-0.8306976607561994;
84;-0.573779826801444;
85;4.671874965838862;
86;5.856535924103783;
87;11.05105209693826;
88;16.84343433785742;
89;19.106862684983767;
90;30.286283935848004;
91;40.04028106712979;
92;49.12301758105194;
93;62.32961165812087;
94;77.62806334934434;
96;0.36198124386248026;
97;-53.828254189827206;
98;-87.05869388576495;
99;-111.39122639107197;
100;-122.99104741276665;
101;-121.3656325022516;
102;-124.01177985133683;
103;-126.69967899153622;
104;-130.88014891891353;
105;-146.7789761501536;
106;-164.29140014786879;
108;3.342177352924693;
109;-51.92201695732521;
110;-86.88209145625365;
111;-107.60138385134131;
112;-121.74661758016002;
113;-121.5494778334564;
114;-125.72655643671541;
115;-126.83135563544376;
116;-131.96354903536752;
117;-144.12636578694105;
118;-163.3803000580341;
120;-0.43779946627792965;
121;-52.05015563819368;
122;-86.76023252924726;
123;-107.60522657640094;
124;-118.84556380738609;
125;-123.54524909899061;
126;-125.8895214895525;
127;-125.81376815873466;
128;-129.48133529081906;
129;-141.0993560082851;
130;-163.20302890901638;
