time;row_1;
0;-0.35628149076020393;
1;39.1711476929592;
2;70.67386503167293;
3;92.80161870335318;
4;109.60754679218576;
5;115.47001136276978;
6;123.04131239811262;
7;122.87187990494819;
8;121.54925228163238;
9;125.22432884694837;
10;125.23723580822502;
11;128.82747105165018;
12;139.78041377915693;
13;154.78099648026597;
14;175.69374453040044;
15;205.68063423998;
17;2.5764691604833745;
18;-0.6506465239316515;
19;-1.4299987203095534;
20;-3.4789248967180155;
21;-2.294680407429474;
22;-5.268711921478996;
23;-5.39766407714805;
24;-4.519947580825816;
25;-2.111568612830111;
26;-3.11937228849965;
27;-4.388699684752466;
28;-6.601522759622472;
29;-3.8017025687196777;
30;-7.421128550703915;
31;-6.313315892106959;
32;-4.5287568878608395;
33;-7.441476735693572;
34;-5.811247330490906;
35;-8.501074798211109;
37;-1.5054171308887452;
38;-5.8941582600531595;
39;-15.865869911349087;
40;-20.699917913603677;
41;-20.121297095001342;
42;-26.1500779273053;
43;-25.90069814893128;
44;-24.543537951056265;
45;-21.446100723092506;
46;-19.887878653582664;
47;-13.320910080162701;
48;-13.617570631956857;
50;0.30837524865348387;
51;39.10793006426537;
52;70.61263158389346;
53;94.01012374112437;
54;111.35667115578055;
55;114.05558322364567;
56;124.19856946125773;
57;121.68479311522147;
58;122.29640842759271;
59;122.99016074757378;
60;126.57150097380239;
61;132.24691774880316;
62;137.591449859465;
63;155.18098124373765;
64;171.6850704691145;
65;202.48883001447246;
67;1.9647473878466644;
68;-35.87123483586211;
69;-68.57419931216238;
70;-81.29991162818236;
71;-103.90200744205633;
72;-115.87963701207576;
73;-120.25137524811731;
74;-124.81851311488056;
75;-123.53990713628936;
76;-126.5836875287275;
77;-126.23523123621149;
78;-121.86844424317007;
79;-128.29230278003473;
80;-135.37092217477493;
81;-141.11514643161885;
82;-159.76172173908049;
83;-174.70240700775676;
84;-196.85712126017836;
86;-3.54038149078423;
87;-1.836658767414928;
88;1.4278191012900026;
89;5.791702803292622;
90;7.22340023048185;
91;12.95650985616848;
92;20.108549443879486;
93;27.98244596094373;
94;32.826519897961134;
95;44.0205812458302;
96;53.79393971895882;
97;66.57784125596262;
98;78.91813120561542;
100;-3.844276218613738;
101;40.25139507081959;
102;67.81920382817762;
103;94.28225151668538;
104;108.71153460307313;
105;116.78857284995135;
106;123.87169680041637;
107;129.19091441476218;
108;128.64671227597685;
109;124.19767347214525;
110;126.1871693092762;
111;132.14969715002746;
112;137.16814410412547;
113;156.26973918886964;
114;175.59932098901973;
115;204.39026815656632;
117;0.5031399135788762;
118;-36.27071824740755;
119;-61.799457095887405;
120;-89.64497680116513;
121;-103.14657154228097;
122;-111.92567332357612;
123;-119.25085594087899;
124;-123.5352116787157;
125;-126.41266554324655;
126;-122.35283362616617;
127;-127.44217908479176;
128;-127.70182331068479;
129;-125.64388743992649;
130;-130.49804881441938;
131;-143.93731761300967;
132;-156.57730133827138;
133;-174.73192237188692;
134;-198.7156724002148;
136;-0.3381421345242871;
137;-1.5075208857676752;
138;-1.0560680406695504;
139;1.1040445432078239;
140;5.592287309889393;
141;4.70959638454244;
142;4.506471681273176;
143;7.078654165559151;
144;4.690368184434918;
145;8.047697388942323;
146;5.988799602013655;
147;10.863916723769636;
149;0.8449673353048436;
150;0.8445612834408129;
151;-3.289381069892457;
152;-2.8831645964976884;
153;-2.200379363927783;
154;-3.1957657089697875;
155;-3.373570460680228;
156;-1.034153204130198;
157;-3.4673451714773114;
158;-3.405146119574526;
159;-7.385331904287273;
160;-5.53594541241419;
161;-6.593620216623401;
162;-5.19690443211841;
163;-6.96624032196044;
164;-6.586793654681448;
165;-4.313094928713678;
166;-8.786522941069494;
167;-9.99339701419431;
